0693c7d2-7655-4664-a8f5-8727f8b44b25	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/material		authentication_failed	
070ca80d-1d61-4c25-be17-91a96f03fd7d	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/kensa-sort		authentication_failed	
2ca20b42-33bd-466e-9310-42c053e384f5	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/material		authentication_failed	
50391b62-1c83-45d8-a62f-f35d8ffb8fc3	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/youhou		authentication_failed	
568ab2e2-61e8-4bc6-953b-02f6aa7ffe03	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/kensa-sort		authentication_failed	
68da5dbc-decb-4e10-a95f-b502b8cda010	REST_ERROR_RESPONSE	FAILURE	1.3.6.1.4.1.9414.72.103:doctor1	/openDolphin/resources/orca/master/generic-class		http_401	1.3.6.1.4.1.9414.72.103
6a185227-4a35-4a25-8c59-ec427a80baf5	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/generic-class		authentication_failed	1.3.6.1.4.1.9414.70.1
6e8f6ad6-c47c-4278-b261-5450a654401f	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/youhou		authentication_failed	
80e7d311-6198-4901-9865-acc6a98abb53	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/etensu		authentication_failed	
9a746e9b-785c-4ffc-a09f-a62cdd14411f	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/etensu		authentication_failed	
c4572c7a-c08b-4f24-b150-9803685e8cde	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/generic-class		authentication_failed	
ed450049-3c77-4756-b819-de0d4161762d	REST_UNAUTHORIZED_GUARD	FAILURE	anonymous	/openDolphin/resources/orca/master/generic-class		authentication_failed	
